,time_centered,nao_mode_num,per_var_nao,per_var_eap,subtrop_high_long,eap_long,max_corr_nao,max_lag_nao,max_corr_eap,max_lag_eap,cluster,total_per_var
143,2007-05-01,0,43.832321030811485,21.238876916129005,-22.75,-22.0,0.4563741914607971,-18,0.5735664317191685,-10,3,65.07119794694049
144,2007-06-01,0,44.62912788092661,20.677562501277897,-23.25,-21.25,0.5776097654177724,-18,0.6111185285163342,-10,0,65.30669038220451
145,2007-07-01,0,45.43353471291296,20.250129588716643,-22.75,-21.0,0.6866387448917194,-17,0.6227353314174134,-10,1,65.6836643016296
146,2007-08-01,0,45.20370118261173,20.518270451943284,-22.75,-21.0,0.7534003984405259,-17,0.6199011898542022,-10,1,65.72197163455502
147,2007-09-01,0,45.45736432617113,20.420971940445583,-22.5,-21.0,0.7436720398131286,-17,0.6127074303283917,-10,1,65.87833626661671
148,2007-10-01,0,45.91243454764143,20.20149978843942,-23.5,-21.0,0.7075642392569996,-17,0.601640408345804,-10,2,66.11393433608086
149,2007-11-01,0,44.60207348405783,22.05681472302564,-23.25,-20.25,0.6704175777960263,-17,0.5898840074289196,-10,2,66.65888820708346
150,2007-12-01,0,47.97608045040106,20.142276214116382,-25.0,-19.75,0.6598029039017145,-16,0.5782842917210904,-10,2,68.11835666451744
151,2008-01-01,0,49.129600483569746,18.908229359489123,-26.75,-19.25,0.654315305237177,-16,0.5669820362179626,-10,2,68.03782984305887
152,2008-02-01,0,55.51185433738611,16.250394005462976,-26.75,-19.75,0.6329036248332658,-16,0.5577174780801819,-10,2,71.76224834284909
153,2008-03-01,0,55.49765466759516,15.918993962257924,-26.5,-20.25,0.5944754516002331,-16,0.5509485502669482,-10,2,71.41664862985309
154,2008-04-01,0,53.51889668402032,16.708315070576322,-26.5,-19.75,0.5404361268979089,-15,0.5435775363453424,-10,2,70.22721175459664
155,2008-05-01,0,53.14630669436473,17.12954480089124,-26.75,-19.5,0.4937957400652152,-15,0.5343794566776402,-10,2,70.27585149525598
156,2008-06-01,0,53.1000191104327,17.096275937792065,-26.75,-19.25,0.4350414648081044,-15,0.516613073920345,-10,2,70.19629504822475
157,2008-07-01,0,52.748486502136,17.403726549842666,-26.0,-19.25,0.3713585782510558,-15,0.4882716108111429,-10,2,70.15221305197866
158,2008-08-01,0,52.498493959473215,17.532671869969928,-26.0,-19.5,0.3380353386489363,-15,-0.525767816610886,-16,2,70.03116582944314
159,2008-09-01,0,52.455237960277515,17.408043839601632,-26.0,-19.5,0.3729951402628361,-15,-0.5919222495609368,-16,2,69.86328179987915
160,2008-10-01,0,52.46610754072789,16.598255037907887,-26.0,-19.25,0.4369575682617214,-15,-0.5656853438691914,-15,2,69.06436257863578
161,2008-11-01,0,52.157820683100375,16.564253164088413,-26.75,-20.25,0.5421899071960987,-14,-0.4779844798586611,-15,2,68.7220738471888
162,2008-12-01,0,55.32945091589653,16.6217229039593,-26.25,-20.5,0.6522038931644106,-14,0.4234461197935006,-10,2,71.95117381985582
163,2009-01-01,0,53.801564245767565,17.408011849419395,-26.25,-19.75,0.7186523773277188,-13,0.403675065428367,-10,2,71.20957609518696
164,2009-02-01,0,52.55153888584489,19.06706184630268,-26.75,-23.75,0.7623962889270176,-13,0.5873644696468878,-18,2,71.61860073214757
165,2009-03-01,0,53.305506382768066,17.762978708995593,-27.0,-22.0,0.7910118942222201,-13,0.7082035367327613,-18,2,71.06848509176366
166,2009-04-01,0,53.473648369516994,17.05058716012769,-28.0,-22.25,0.8290855294883385,-14,0.7736826459305833,-17,2,70.52423552964468
167,2009-05-01,0,53.25019677222353,17.199873485894937,-28.25,-23.0,0.859085242655889,-14,0.8141295713039227,-17,2,70.45007025811847
168,2009-06-01,0,52.99230377557951,17.390267184597604,-28.25,-23.75,0.8715596552791443,-14,0.8392230017609303,-18,2,70.3825709601771
169,2009-07-01,0,52.84937773061564,17.32576980854407,-29.0,-24.0,0.8712829659711184,-15,0.8567914587905326,-18,2,70.17514753915971
170,2009-08-01,0,52.889880982653914,17.217849398590555,-28.75,-24.0,0.8841398502196092,-15,0.8663946007579482,-18,0,70.10773038124447
171,2009-09-01,0,53.04277875934987,17.6402368121159,-28.75,-23.25,0.8927406513473297,-15,0.870507183709098,-18,0,70.68301557146577
172,2009-10-01,0,53.504302586223126,17.071535622124564,-28.25,-24.0,0.8988353539439963,-15,0.8684978583474703,-18,3,70.57583820834769
173,2009-11-01,0,53.72068834036201,17.601766172309542,-46.0,-24.25,0.8846016922915133,-15,0.853824749721043,-18,3,71.32245451267156
174,2009-12-01,0,56.01098101166142,15.920227325824069,-29.75,-26.0,0.8116638789675993,-15,0.8206797069170612,-17,3,71.93120833748549
175,2010-01-01,0,55.24731840246346,16.694518044789977,-27.75,-25.5,0.6810210734760249,-12,0.770659792256641,-17,3,71.94183644725344
176,2010-02-01,0,53.99963631351943,18.053162075568142,-25.0,-23.75,0.6539787786343062,-11,0.7145542011354288,-17,3,72.05279838908757
177,2010-03-01,0,53.83657207802754,18.17445943906861,-23.25,-22.5,0.6636851697182686,-10,0.6751490561067295,-17,0,72.01103151709614
178,2010-04-01,0,53.51564257833055,18.212249002639883,-23.25,-23.25,0.6785213337124977,-10,0.6543823553385054,-17,0,71.72789158097044
179,2010-05-01,0,53.43310259011673,18.420375266440875,-23.25,-23.5,0.6942929314803525,-10,0.6544517739291033,-16,0,71.8534778565576
180,2010-06-01,0,53.494011024132725,18.285267484209868,-23.75,-22.75,0.7077450646143847,-10,0.6659806261411122,-16,0,71.7792785083426
181,2010-07-01,0,53.554348492146474,18.329198464086737,-23.75,-22.75,0.7131608114384929,-10,0.6737962310676335,-16,0,71.8835469562332
182,2010-08-01,0,53.464159729205264,18.39541978470484,-23.75,-22.5,0.6999325660581526,-10,0.6736596909007252,-16,0,71.8595795139101
183,2010-09-01,0,53.55727867430389,18.12254944175126,-23.75,-23.0,0.6610226298602728,-10,0.6714126642144412,-16,0,71.67982811605515
184,2010-10-01,0,54.001936447958855,18.012272856655887,-23.75,-23.0,0.5996002773748216,-10,0.6766896992392306,-16,0,72.01420930461474
185,2010-11-01,0,53.21405012606664,18.08554799398036,-24.0,-22.75,0.5309721841228522,-10,0.6962624536723098,-16,0,71.299598120047
186,2010-12-01,0,53.73731721523403,16.674283979459872,-24.25,-21.75,0.4694196149808641,-10,0.7221240910273989,-16,1,70.4116011946939
187,2011-01-01,0,53.190663347456905,16.7136074156195,-23.25,-22.25,0.4220530434652073,-10,0.7404472467329181,-16,1,69.9042707630764
188,2011-02-01,0,53.84355214081744,15.688513840721011,-23.0,-22.75,0.3858682982891768,-10,0.7271079185053289,-16,1,69.53206598153845
