,longitude,latitude
0,290.0,38.81414756273664
1,291.0,39.03106034028931
2,292.0,39.546807938630096
3,293.0,39.82704785880667
4,294.0,40.01791640479942
5,295.0,40.17407109579644
6,296.0,40.29412943616156
7,297.0,40.42152162700356
8,298.0,40.602704161637966
9,299.0,40.820727778463066
10,300.0,41.04969308628664
11,301.0,41.25207727311019
12,302.0,41.43153854954249
13,303.0,41.59786346705247
14,304.0,41.7499549604563
15,305.0,41.88779042574403
