,time_centered,nao_mode_num,per_var_nao,per_var_eap,subtrop_high_long,eap_long,max_corr_nao,max_lag_nao,max_corr_eap,max_lag_eap
51,1999-09-01,0,38.36622554599699,24.1312982013197,-18.75,-32.0,0.900170504796075,-10,0.6259502823463322,-10
52,1999-10-01,0,37.96106574362026,25.104469646375204,-18.75,-30.25,0.8915790416092884,-10,0.6128996833242808,-10
53,1999-11-01,0,40.00889952770086,24.660023749656204,-18.75,-33.0,0.8670805472867952,-10,0.5889743991186347,-10
54,1999-12-01,0,36.56378379625194,26.475530168571876,-18.75,-24.25,0.825598387174589,-10,0.5597944782402563,-10
55,2000-01-01,0,36.7994600508954,27.18330544823778,-18.75,-19.75,0.7763974795141221,-10,-0.6002338773644551,-18
56,2000-02-01,0,36.05368897954696,27.166737658195935,-18.25,-24.0,0.7266854568888897,-10,-0.6526771774584349,-18
57,2000-03-01,0,36.8774910261413,26.85396139855547,-18.25,-24.0,0.6898021843202796,-10,-0.651090741894871,-18
58,2000-04-01,0,36.712538644567374,26.890154504813562,-18.75,-22.75,0.667976616490412,-10,-0.601353161919066,-18
59,2000-05-01,0,36.50137246640677,27.498640704485016,-19.25,-22.5,0.6535572591834505,-10,0.5345934574643633,-10
60,2000-06-01,0,36.6719538234758,27.759446559989172,-19.25,-21.0,0.6425109885203782,-10,0.5688366311116649,-10
61,2000-07-01,0,36.533675688422086,27.881391984170527,-18.75,-21.5,0.6321755923557242,-10,0.5984453333153337,-10
62,2000-08-01,0,36.495147447858564,27.95265508516655,-18.75,-21.5,0.625926113673248,-10,0.6153519894224398,-10
63,2000-09-01,0,35.988200925343996,27.97549531855479,-19.5,-19.25,0.6235448914927259,-10,0.6234272479680144,-10
64,2000-10-01,0,34.81500674848063,28.81033301528409,-20.0,-19.5,0.6254385653785168,-10,0.6295348996601021,-10
65,2000-11-01,1,29.661371616854805,35.237521494875864,-33.75,-17.5,0.626030915677915,-10,0.6355020572644062,-10
66,2000-12-01,1,28.963492461505563,35.1917638206858,-34.25,-18.5,0.613072895231261,-10,0.6407956698408581,-10
67,2001-01-01,1,27.293529783348518,35.62316834704205,-33.0,-18.5,0.5761888864057523,-10,0.646938413723503,-10
68,2001-02-01,1,27.63079936504816,35.46545306153678,-32.75,-18.25,0.5183294586173166,-10,0.6513793040975796,-10
69,2001-03-01,1,27.900698043931467,34.38903118463022,-32.75,-18.0,0.4495949727079426,-10,0.651630548942665,-10
70,2001-04-01,1,27.66411626667853,35.01680084438479,-32.25,-18.25,-0.40216824314593486,-18,-0.6473440065298307,-18
71,2001-05-01,1,27.98850436159881,35.19909654042356,-32.25,-18.5,-0.45388165236822225,-18,-0.6991506252985568,-18
72,2001-06-01,1,27.970714565348953,35.51526913007899,-32.0,-18.75,-0.509869508674382,-18,-0.7249362636429997,-18
73,2001-07-01,1,27.820787638109916,35.10776604683593,-31.75,-18.25,-0.5677665409374776,-18,-0.7252273884921042,-18
74,2001-08-01,1,28.078618018241148,35.117215219331584,-31.75,-18.0,-0.6311427860825046,-18,-0.6980676055348313,-18
75,2001-09-01,1,28.03288968285899,35.362090672822205,-31.5,-18.0,-0.6922655470730678,-18,0.7316658060245068,-10
76,2001-10-01,1,28.2811638534688,35.02246815680415,-31.0,-18.75,-0.7467153572456383,-18,0.7607890037130548,-10
77,2001-11-01,1,28.45901555194529,35.21568927483259,-29.75,-18.75,-0.7964731932660906,-17,0.7754812141150058,-10
78,2001-12-01,1,29.233123919754327,34.26065087420552,-27.75,-19.25,-0.816102761075058,-17,0.77604660334789,-10
79,2002-01-01,1,28.2310654129344,34.54074782371505,-32.25,-19.25,-0.8055253832505012,-17,0.7630211396439404,-10
80,2002-02-01,1,31.103317023528305,31.278075223442357,-32.0,-18.5,-0.7826646467781386,-18,0.7364436635909669,-10
81,2002-03-01,1,28.663302854442524,32.33191968904988,-28.75,-18.5,-0.7424815820716787,-18,0.6945380334094025,-10
82,2002-04-01,1,29.324403478865936,31.230636928181642,-31.5,-18.75,-0.6967644793616601,-18,0.6466261008097769,-10
83,2002-05-01,1,29.561343177850997,31.794706356136153,-31.75,-19.0,-0.6614004685778115,-18,0.594377348124254,-10
84,2002-06-01,1,29.489689053925456,31.94498007651586,-31.25,-18.75,-0.6510779976155622,-18,0.5426273886510479,-10
85,2002-07-01,1,29.545638685659593,31.97838752181158,-31.75,-19.0,-0.6671103141299478,-18,0.4941437522994094,-10
86,2002-08-01,1,29.3149329820226,32.15970195323726,-32.25,-18.75,-0.7007577511521987,-18,0.4520226155692402,-10
87,2002-09-01,1,29.332763547299034,31.93324069134038,-32.25,-19.25,-0.7375129797384709,-18,0.41840017685074943,-10
88,2002-10-01,1,28.90715251091264,31.547705668071053,-32.25,-20.0,-0.765996789525784,-18,0.39400556778888396,-10
89,2002-11-01,1,27.05098245118287,33.469863314398374,-32.0,-18.0,-0.7668511069757789,-18,0.3792887508673918,-10
90,2002-12-01,1,28.342247145424654,33.97826979763335,-32.75,-20.5,-0.7456242377150082,-18,0.37432911758423776,-10
91,2003-01-01,1,28.57595699349817,33.426993498444716,-32.0,-19.5,-0.715342611282181,-18,0.3850076119808235,-10
92,2003-02-01,1,27.120107059657318,37.74426739784192,-28.75,-21.5,-0.677690342927507,-18,0.45126554019201803,-13
93,2003-03-01,1,31.09712316546621,34.90752247185664,-32.0,-21.25,-0.6230601056749282,-18,0.5537855071541685,-13
94,2003-04-01,1,28.00865694991438,36.80249111595416,-29.25,-22.25,-0.5355702081788292,-18,0.6412977129323951,-13
95,2003-05-01,1,27.533335858838768,37.38233683880685,-29.75,-23.25,-0.41110621419542437,-18,0.7037743818917483,-13
96,2003-06-01,1,27.577071240522667,37.315305000636236,-30.0,-23.25,-0.2995433703826902,-18,0.7516655909999032,-13
97,2003-07-01,1,27.61723359107848,37.30547860686874,-30.0,-23.25,-0.25352441582701785,-18,0.7844719731264204,-13
98,2003-08-01,1,27.772251858462077,37.318904529092194,-29.5,-23.25,0.2738077385866598,-10,0.8109641919941679,-14
99,2003-09-01,1,27.779220078537335,36.75388539666264,-29.5,-23.0,0.28763496447874676,-10,0.8460575224650023,-14
100,2003-10-01,1,27.685224075711933,36.41948662567799,-29.75,-23.0,-0.2981737980885509,-18,0.8737259170575501,-14
101,2003-11-01,1,27.85915441055305,35.855927774782224,-30.25,-23.5,-0.3021016448574984,-16,0.8754986686511081,-14
102,2003-12-01,1,27.135108107860066,36.09991782726801,-31.0,-24.0,-0.3258403850534726,-15,0.8406358478058397,-14
103,2004-01-01,1,27.12732110119577,34.23412099350292,-33.0,-25.5,-0.3587598404347394,-14,0.784395394571754,-14
104,2004-02-01,1,28.780275297352066,32.76010728476011,-29.0,-24.0,-0.3984665423170668,-14,0.736769302509998,-14
105,2004-03-01,0,33.80740956761715,30.146721203186573,-40.75,-23.75,-0.4478953736899548,-13,0.7244112251881402,-13
106,2004-04-01,0,34.42335205115428,29.900228086557835,-34.25,-24.25,-0.4943078407685795,-13,0.737615059807804,-13
107,2004-05-01,0,34.17091229348074,29.86363544314913,-32.75,-24.0,-0.5498051535429959,-12,0.7522733013263305,-14
108,2004-06-01,0,35.462786518249686,28.903196282326853,-33.75,-25.0,-0.5761446583717585,-12,0.7642656548677379,-15
109,2004-07-01,0,35.48661195491409,28.678539790429998,-33.0,-25.5,-0.5838503486153906,-13,0.7710005537769863,-16
110,2004-08-01,0,35.19710446630408,28.808897377357468,-33.5,-25.5,-0.5684699934892776,-14,0.7760281935954835,-17
111,2004-09-01,0,34.97100192016912,29.50550832218427,-30.75,-24.5,-0.5578655895672627,-14,0.7812730618759877,-18
112,2004-10-01,0,36.115354263215856,29.04174416172139,-29.25,-24.75,-0.5702536515297961,-15,0.7774327806185787,-18
113,2004-11-01,0,35.45888402878016,29.14390524185541,-31.0,-24.5,-0.6066560063339483,-16,0.7570449598479502,-18
114,2004-12-01,0,38.23596244836863,26.326882473422707,-42.0,-24.5,-0.657203900187998,-16,0.7269834596050608,-18
115,2005-01-01,0,38.745539834739226,26.192505097753667,-42.5,-23.75,-0.7071026955381831,-17,0.6963220306736958,-18
116,2005-02-01,0,39.70666501607002,27.489752139159602,-40.0,-24.75,-0.7344878277658712,-16,0.6649939644549232,-18
117,2005-03-01,0,41.67214823698284,26.081028649678522,-33.5,-24.25,-0.719114107630908,-17,0.6316919394444284,-18
118,2005-04-01,0,41.57995645272356,25.933182016770072,-33.0,-24.0,-0.6573151560206206,-17,0.6066241542754667,-18
119,2005-05-01,0,41.84884331850991,26.15030089776942,-33.25,-24.0,-0.5669938282248873,-18,0.6008218418569939,-18
120,2005-06-01,0,41.9872055148895,26.057672216427562,-32.75,-24.0,-0.4900132807944164,-18,0.6148456299780862,-18
121,2005-07-01,0,42.498739198233565,25.15118397441652,-32.75,-24.0,-0.4216302653009954,-10,0.6440921639383606,-18
122,2005-08-01,0,42.55831617101079,25.162845287939774,-32.75,-24.0,-0.43228368755725527,-10,0.673758592545099,-18
123,2005-09-01,0,42.466542323174345,25.347534236627254,-32.75,-24.0,-0.4696046712809726,-10,0.7018246431231729,-18
124,2005-10-01,0,42.287588380674734,24.966166987526254,-32.0,-24.25,-0.51907759611594,-10,0.7288466789938951,-18
125,2005-11-01,0,42.107840026324666,26.158749123139525,-32.0,-24.25,-0.5539979177267369,-10,0.7455145018663659,-18
126,2005-12-01,0,43.247472490380005,25.04081693492398,-32.0,-24.5,-0.5562734573746656,-10,0.7341165064674686,-18
127,2006-01-01,0,43.285076884552126,24.392130089986875,-33.0,-23.5,-0.5222596467841517,-10,0.6824660778811928,-18
128,2006-02-01,0,42.90953675631489,24.46858516289116,-31.75,-22.5,-0.4623349163752772,-10,0.5908827643695478,-18
129,2006-03-01,0,42.5223254560486,23.924814734122197,-30.0,-23.0,-0.39853420616683616,-10,0.46368949924922337,-18
130,2006-04-01,0,42.90458071521934,23.743453780170583,-28.5,-23.0,-0.3493875335179262,-10,0.32432930010051325,-18
131,2006-05-01,0,43.48294132438784,23.450212162306904,-27.0,-23.75,-0.3117841858023138,-10,0.213237127706242,-10
132,2006-06-01,0,43.70917265547074,23.421080863293092,-27.5,-24.0,-0.2846212323910764,-10,0.22138225880035325,-10
133,2006-07-01,0,43.80235994868942,23.43645665955677,-27.0,-23.75,-0.26934658428448627,-10,0.2279448595403625,-10
134,2006-08-01,0,43.345002596366164,23.882323791782138,-26.75,-23.5,-0.2626835649830948,-10,0.2267862538536111,-10
135,2006-09-01,0,43.467771706654496,23.70378412416014,-28.0,-23.75,-0.2638069023987692,-10,0.22037748422115883,-10
136,2006-10-01,0,44.32137147702036,23.21777083908369,-28.0,-23.75,-0.2700737668126936,-10,0.21982010486569278,-10
137,2006-11-01,0,43.71164315749381,24.59097063640362,-28.0,-24.25,-0.2758772232759648,-10,0.23038403451881195,-10
138,2006-12-01,0,44.88502827557298,23.35736009265867,-27.0,-25.5,-0.27850078992267335,-10,0.2545654130642177,-10
139,2007-01-01,0,41.56021813054571,26.42297630922335,-27.0,-24.75,-0.2845167353596327,-10,0.2955158333788236,-10
140,2007-02-01,0,41.73388016003216,25.838598024544947,-29.5,-23.75,-0.30225987009775585,-10,0.35403347640760946,-10
141,2007-03-01,0,44.5907613419148,19.956598996712312,-27.0,-23.25,-0.33414797086412157,-10,0.4255862199858092,-10
142,2007-04-01,0,42.57918184755257,21.57472660848133,-22.75,-22.0,-0.37675937318481634,-10,0.5041736669876961,-10
143,2007-05-01,0,43.832321030811485,21.238876916129005,-22.75,-22.0,0.4563741914607971,-18,0.5735664317191685,-10
144,2007-06-01,0,44.62912788092661,20.677562501277897,-23.25,-21.25,0.5776097654177724,-18,0.6111185285163342,-10
145,2007-07-01,0,45.43353471291296,20.250129588716643,-22.75,-21.0,0.6866387448917194,-17,0.6227353314174134,-10
146,2007-08-01,0,45.203701182611724,20.518270451943284,-22.75,-21.0,0.7534003984405259,-17,0.6199011898542022,-10
147,2007-09-01,0,45.45736432617113,20.420971940445586,-22.5,-21.0,0.7436720398131286,-17,0.6127074303283917,-10
148,2007-10-01,0,45.91243454764143,20.20149978843942,-23.5,-21.0,0.7075642392569996,-17,0.601640408345804,-10
149,2007-11-01,0,44.60207348405783,22.05681472302564,-23.25,-20.25,0.6704175777960263,-17,0.5898840074289196,-10
150,2007-12-01,0,47.97608045040106,20.142276214116382,-25.0,-19.75,0.6598029039017145,-16,0.5782842917210904,-10
151,2008-01-01,0,49.129600483569746,18.908229359489123,-26.75,-19.25,0.654315305237177,-16,0.5669820362179626,-10
152,2008-02-01,0,55.51185433738611,16.250394005462976,-26.75,-19.75,0.6329036248332658,-16,0.5577174780801819,-10
153,2008-03-01,0,55.49765466759516,15.918993962257924,-26.5,-20.25,0.5944754516002331,-16,0.5509485502669482,-10
154,2008-04-01,0,53.51889668402032,16.708315070576322,-26.5,-19.75,0.5404361268979089,-15,0.5435775363453424,-10
155,2008-05-01,0,53.14630669436473,17.12954480089124,-26.75,-19.5,0.49379574006521526,-15,0.5343794566776402,-10
156,2008-06-01,0,53.1000191104327,17.096275937792065,-26.75,-19.25,0.43504146480810446,-15,0.516613073920345,-10
157,2008-07-01,0,52.748486502136004,17.403726549842666,-26.0,-19.25,0.3713585782510558,-15,0.48827161081114295,-10
158,2008-08-01,0,52.498493959473215,17.532671869969928,-26.0,-19.5,0.33803533864893637,-15,-0.525767816610886,-16
159,2008-09-01,0,52.455237960277515,17.408043839601632,-26.0,-19.5,0.37299514026283614,-15,-0.5919222495609368,-16
160,2008-10-01,0,52.46610754072789,16.598255037907887,-26.0,-19.25,0.4369575682617214,-15,-0.5656853438691914,-15
161,2008-11-01,0,52.157820683100375,16.564253164088413,-26.75,-20.25,0.5421899071960987,-14,-0.4779844798586611,-15
162,2008-12-01,0,55.32945091589653,16.6217229039593,-26.25,-20.5,0.6522038931644106,-14,0.4234461197935006,-10
163,2009-01-01,0,53.801564245767565,17.408011849419395,-26.25,-19.75,0.7186523773277188,-13,0.403675065428367,-10
164,2009-02-01,0,52.55153888584489,19.06706184630268,-26.75,-23.75,0.7623962889270176,-13,0.5873644696468878,-18
165,2009-03-01,0,53.305506382768066,17.762978708995593,-27.0,-22.0,0.7910118942222201,-13,0.7082035367327613,-18
166,2009-04-01,0,53.473648369516994,17.05058716012769,-28.0,-22.25,0.8290855294883385,-14,0.7736826459305833,-17
167,2009-05-01,0,53.25019677222353,17.199873485894937,-28.25,-23.0,0.859085242655889,-14,0.8141295713039227,-17
168,2009-06-01,0,52.99230377557951,17.390267184597604,-28.25,-23.75,0.8715596552791443,-14,0.8392230017609303,-18
169,2009-07-01,0,52.84937773061564,17.32576980854407,-29.0,-24.0,0.8712829659711184,-15,0.8567914587905326,-18
170,2009-08-01,0,52.889880982653914,17.217849398590555,-28.75,-24.0,0.8841398502196092,-15,0.8663946007579482,-18
171,2009-09-01,0,53.04277875934987,17.6402368121159,-28.75,-23.25,0.8927406513473297,-15,0.870507183709098,-18
172,2009-10-01,0,53.504302586223126,17.071535622124564,-28.25,-24.0,0.8988353539439963,-15,0.8684978583474703,-18
173,2009-11-01,0,53.72068834036201,17.601766172309542,-46.0,-24.25,0.8846016922915133,-15,0.853824749721043,-18
174,2009-12-01,0,56.01098101166142,15.920227325824069,-29.75,-26.0,0.8116638789675993,-15,0.8206797069170612,-17
175,2010-01-01,0,55.24731840246346,16.694518044789977,-27.75,-25.5,0.6810210734760249,-12,0.770659792256641,-17
176,2010-02-01,0,53.99963631351943,18.053162075568146,-25.0,-23.75,0.6539787786343062,-11,0.7145542011354288,-17
177,2010-03-01,0,53.83657207802754,18.174459439068606,-23.25,-22.5,0.6636851697182686,-10,0.6751490561067295,-17
178,2010-04-01,0,53.51564257833055,18.212249002639883,-23.25,-23.25,0.6785213337124977,-10,0.6543823553385054,-17
179,2010-05-01,0,53.43310259011673,18.420375266440875,-23.25,-23.5,0.6942929314803525,-10,0.6544517739291033,-16
180,2010-06-01,0,53.494011024132725,18.285267484209868,-23.75,-22.75,0.7077450646143847,-10,0.6659806261411122,-16
181,2010-07-01,0,53.554348492146474,18.329198464086737,-23.75,-22.75,0.7131608114384929,-10,0.6737962310676335,-16
182,2010-08-01,0,53.464159729205264,18.39541978470484,-23.75,-22.5,0.6999325660581526,-10,0.6736596909007252,-16
183,2010-09-01,0,53.55727867430389,18.12254944175126,-23.75,-23.0,0.6610226298602728,-10,0.6714126642144412,-16
184,2010-10-01,0,54.001936447958855,18.012272856655887,-23.75,-23.0,0.5996002773748216,-10,0.6766896992392306,-16
185,2010-11-01,0,53.21405012606664,18.08554799398036,-24.0,-22.75,0.5309721841228522,-10,0.6962624536723098,-16
186,2010-12-01,0,53.737317215234036,16.674283979459872,-24.25,-21.75,0.4694196149808641,-10,0.7221240910273989,-16
187,2011-01-01,0,53.190663347456905,16.7136074156195,-23.25,-22.25,0.4220530434652073,-10,0.7404472467329181,-16
188,2011-02-01,0,53.843552140817444,15.688513840721013,-23.0,-22.75,0.3858682982891768,-10,0.7271079185053289,-16
189,2011-03-01,0,58.003289898135,14.417541367981004,-23.5,-23.0,0.363469738777731,-10,0.6963469245349162,-17
190,2011-04-01,0,58.318202158677124,14.217448969552127,-23.25,-22.5,0.35284167728889015,-10,0.633810596262575,-17
191,2011-05-01,0,57.736942468939276,14.681563472931453,-23.25,-25.0,0.34895141881884234,-10,0.5779505849648434,-18
192,2011-06-01,0,57.18994633035588,14.83441942511915,-23.25,-25.0,0.34731601643333126,-10,0.5135465680432164,-18
193,2011-07-01,0,57.11834275485589,14.79933707467874,-23.25,-25.0,0.34536575675782283,-10,0.4538283279783903,-18
194,2011-08-01,0,57.772960665728604,14.815959956711009,-23.25,-25.0,0.34116833141793795,-10,0.41539354924198896,-18
195,2011-09-01,0,58.029633908241884,14.732874108724129,-23.25,-25.0,0.33241955902940507,-10,0.39918343091719294,-18
196,2011-10-01,0,57.62896621512444,15.010021801750458,-23.5,-25.75,0.3215870602025823,-10,0.39392557653974575,-18
197,2011-11-01,0,57.53236007967042,15.421747653904564,-23.0,-25.0,0.3117065320656146,-10,0.38559988645961407,-18
198,2011-12-01,0,59.10603551048833,14.840333467617265,-23.25,-25.5,0.30114708976548415,-10,0.36279638772235956,-18
199,2012-01-01,0,55.93091450909691,16.37379683957488,-25.25,-22.25,-0.32863474267988324,-18,0.31642915421439716,-18
200,2012-02-01,0,53.10912303554956,19.855105890524875,-26.0,-17.0,-0.4383252034534183,-18,-0.3354342958595754,-10
201,2012-03-01,0,49.8638740718591,20.97806224579355,-32.0,-16.0,-0.5755800254915642,-18,-0.38748519199696524,-11
202,2012-04-01,0,49.58711985655915,21.157149535357515,-35.75,-16.0,-0.7130464835989001,-18,-0.44152363595827193,-11
203,2012-05-01,0,49.41023758078261,21.271395633579814,-35.75,-16.25,-0.8008864726597849,-18,-0.48174581258049753,-11
204,2012-06-01,0,49.57822522306996,21.30602588886902,-27.5,-16.0,-0.8410362120733982,-17,-0.5138111277411622,-11
205,2012-07-01,0,49.67324687120021,21.323943553496612,-27.5,-16.25,-0.8310944909466197,-17,-0.543388696074621,-11
206,2012-08-01,0,49.6186750419168,21.270923957242413,-27.25,-16.25,-0.8305974862763474,-16,-0.558868393307814,-11
207,2012-09-01,0,49.285372392424485,21.251622697303116,-36.25,-16.0,-0.8266383388846326,-16,-0.5604700400133082,-12
208,2012-10-01,0,49.1411100705378,21.423144312265567,-35.5,-16.0,-0.8184662779647129,-16,-0.5378856054670195,-12
209,2012-11-01,0,48.72898586827536,22.27164533874502,-36.75,-16.5,-0.8018392742551994,-16,-0.48115452779815215,-12
210,2012-12-01,0,46.86236980131843,24.203826172155416,-25.25,-18.25,-0.7739548535628895,-16,-0.42902084744283536,-13
211,2013-01-01,0,42.92386152470396,26.061853356570136,-24.75,-19.0,-0.734215789468348,-16,-0.4069499937193182,-13
212,2013-02-01,0,41.76490369122973,26.598187445593386,-23.0,-19.75,-0.6841997193328014,-16,-0.43283332880892905,-14
213,2013-03-01,0,44.34014318517803,24.580390711328214,-22.25,-18.5,-0.6167275697115614,-16,-0.5144168255285073,-14
214,2013-04-01,0,44.85080406695073,24.18279105167387,-22.0,-18.25,-0.5326377835113631,-15,-0.6187239228925445,-14
215,2013-05-01,0,43.87407362341201,24.870189327617524,-21.75,-17.75,-0.46145545630059914,-15,-0.706639173291121,-13
216,2013-06-01,0,44.49794260056011,25.10155455337278,-22.25,-17.75,-0.41137780363648446,-14,-0.7670645305054966,-13
217,2013-07-01,0,45.18918509678151,24.599507799383225,-22.0,-17.5,-0.38641675570488737,-14,-0.7806730307561092,-13
218,2013-08-01,0,45.3846886827155,24.617158909971348,-21.75,-17.5,-0.3809728110015693,-13,-0.7643039189063913,-13
219,2013-09-01,0,44.890204835380516,25.034435979330212,-22.0,-17.5,-0.366773000933322,-13,-0.7511858433972396,-14
220,2013-10-01,0,45.30013267430111,23.929285021253495,-22.0,-17.0,-0.3378661807092543,-13,-0.7433389114985437,-14
221,2013-11-01,0,45.35774413038233,23.706197996629072,-21.5,-17.0,-0.282283132899544,-13,-0.7424318772408239,-15
222,2013-12-01,0,45.270185570470325,23.575789205856562,-21.0,-16.0,0.31511935793077345,-18,-0.7292460402851979,-16
223,2014-01-01,0,43.423472934841804,24.892269762307397,-19.75,-16.0,0.47107305062111454,-18,-0.685359607380693,-16
